filename,label,source,language_mix,date_added
real_040.wav,real,youtube,urdu+english,2026-05-28
real_041.wav,real,youtube,urdu+english,2026-05-28
real_042.wav,real,youtube,urdu+english,2026-05-28
real_043.wav,real,youtube,urdu+english,2026-05-28
real_044.wav,real,youtube,urdu+english,2026-05-28
real_045.wav,real,youtube,urdu+english,2026-05-28
real_046.wav,real,youtube,urdu+english,2026-05-28
real_047.wav,real,youtube,urdu+english,2026-05-28
real_048.wav,real,youtube,urdu+english,2026-05-28
real_049.wav,real,youtube,urdu+english,2026-05-28
real_050.wav,real,youtube,urdu+english,2026-05-28
real_051.wav,real,youtube,urdu+english,2026-05-28
real_052.wav,real,youtube,urdu+english,2026-05-28
real_053.wav,real,youtube,urdu+english,2026-05-28
real_054.wav,real,youtube,urdu+english,2026-05-28
real_055.wav,real,youtube,urdu+english,2026-05-28
real_056.wav,real,youtube,urdu+english,2026-05-28
real_057.wav,real,youtube,urdu+english,2026-05-28
real_058.wav,real,youtube,urdu+english,2026-05-28
real_059.wav,real,youtube,urdu+english,2026-05-28
real_060.wav,real,youtube,urdu+english,2026-05-28
real_061.wav,real,youtube,urdu+english,2026-05-28
real_062.wav,real,youtube,urdu+english,2026-05-28
real_063.wav,real,youtube,urdu+english,2026-05-28
real_064.wav,real,youtube,urdu+english,2026-05-28
real_065.wav,real,youtube,urdu+english,2026-05-28
real_066.wav,real,youtube,urdu+english,2026-05-28
real_067.wav,real,youtube,urdu+english,2026-05-28
real_068.wav,real,youtube,urdu+english,2026-05-28
real_069.wav,real,youtube,urdu+english,2026-05-28
real_070.wav,real,youtube,urdu+english,2026-05-28
real_071.wav,real,youtube,urdu+english,2026-05-28
real_072.wav,real,youtube,urdu+english,2026-05-28
real_073.wav,real,youtube,urdu+english,2026-05-28
real_074.wav,real,youtube,urdu+english,2026-05-28
real_075.wav,real,youtube,urdu+english,2026-05-28
real_076.wav,real,youtube,urdu+english,2026-05-28
real_077.wav,real,youtube,urdu+english,2026-05-28
real_078.wav,real,youtube,urdu+english,2026-05-28
real_079.wav,real,youtube,urdu+english,2026-05-28
real_080.wav,real,youtube,urdu+english,2026-05-28
real_081.wav,real,youtube,urdu+english,2026-05-28
real_082.wav,real,youtube,urdu+english,2026-05-28
real_083.wav,real,youtube,urdu+english,2026-05-28
real_084.wav,real,youtube,urdu+english,2026-05-28
real_085.wav,real,youtube,urdu+english,2026-05-28
real_086.wav,real,youtube,urdu+english,2026-05-28
real_087.wav,real,youtube,urdu+english,2026-05-28
real_088.wav,real,youtube,urdu+english,2026-05-28
real_089.wav,real,youtube,urdu+english,2026-05-28
real_090.wav,real,youtube,urdu+english,2026-05-28
real_091.wav,real,youtube,urdu+english,2026-05-28
real_092.wav,real,youtube,urdu+english,2026-05-28
real_093.wav,real,youtube,urdu+english,2026-05-28
real_094.wav,real,youtube,urdu+english,2026-05-28
real_095.wav,real,youtube,urdu+english,2026-05-28
real_096.wav,real,youtube,urdu+english,2026-05-28
real_097.wav,real,youtube,urdu+english,2026-05-28
real_098.wav,real,youtube,urdu+english,2026-05-28
real_099.wav,real,youtube,urdu+english,2026-05-28
real_100.wav,real,youtube,urdu+english,2026-05-28
real_101.wav,real,youtube,urdu+english,2026-05-28
real_102.wav,real,youtube,urdu+english,2026-05-28
real_103.wav,real,youtube,urdu+english,2026-05-28
real_104.wav,real,youtube,urdu+english,2026-05-28
real_105.wav,real,youtube,urdu+english,2026-05-28
real_106.wav,real,youtube,urdu+english,2026-05-28
real_107.wav,real,youtube,urdu+english,2026-05-28
real_108.wav,real,youtube,urdu+english,2026-05-28
real_109.wav,real,youtube,urdu+english,2026-05-28
real_110.wav,real,youtube,urdu+english,2026-05-28
real_111.wav,real,youtube,urdu+english,2026-05-28
real_112.wav,real,youtube,urdu+english,2026-05-28
real_113.wav,real,youtube,urdu+english,2026-05-28
real_114.wav,real,youtube,urdu+english,2026-05-28
real_115.wav,real,youtube,urdu+english,2026-05-28
real_116.wav,real,youtube,urdu+english,2026-05-28
real_117.wav,real,youtube,urdu+english,2026-05-28
real_118.wav,real,youtube,urdu+english,2026-05-28
real_119.wav,real,youtube,urdu+english,2026-05-28
real_120.wav,real,youtube,urdu+english,2026-05-28
real_121.wav,real,youtube,urdu+english,2026-05-28
real_122.wav,real,youtube,urdu+english,2026-05-28
real_123.wav,real,youtube,urdu+english,2026-05-28
real_124.wav,real,youtube,urdu+english,2026-05-28
real_125.wav,real,youtube,urdu+english,2026-05-28
real_126.wav,real,youtube,urdu+english,2026-05-28
real_127.wav,real,youtube,urdu+english,2026-05-28
real_128.wav,real,youtube,urdu+english,2026-05-28
real_129.wav,real,youtube,urdu+english,2026-05-28
real_130.wav,real,youtube,urdu+english,2026-05-28
real_131.wav,real,youtube,urdu+english,2026-05-28
real_132.wav,real,youtube,urdu+english,2026-05-28
real_133.wav,real,youtube,urdu+english,2026-05-28
real_134.wav,real,youtube,urdu+english,2026-05-28
real_135.wav,real,youtube,urdu+english,2026-05-28
real_136.wav,real,youtube,urdu+english,2026-05-28
real_137.wav,real,youtube,urdu+english,2026-05-28
real_138.wav,real,youtube,urdu+english,2026-05-28
real_139.wav,real,youtube,urdu+english,2026-05-28
real_140.wav,real,youtube,urdu+english,2026-05-28
real_141.wav,real,youtube,urdu+english,2026-05-28
real_142.wav,real,youtube,urdu+english,2026-05-28
real_143.wav,real,youtube,urdu+english,2026-05-28
real_144.wav,real,youtube,urdu+english,2026-05-28
real_145.wav,real,youtube,urdu+english,2026-05-28
real_146.wav,real,youtube,urdu+english,2026-05-28
real_147.wav,real,youtube,urdu+english,2026-05-28
real_148.wav,real,youtube,urdu+english,2026-05-28
real_149.wav,real,youtube,urdu+english,2026-05-28
real_150.wav,real,youtube,urdu+english,2026-05-28
real_151.wav,real,youtube,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-04-19-25-Relax-yaar!-Just-take-a-chai-break-and-everythin.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-04-19-26-Deadlines-approach-ho-rahay-hain-and-I-have-zero.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-04-19-26-Exactly!-Problem-solved.-Ab-kaam-start-kartay-ha.wav,fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-09-00-Aur-sunao,-what's-happening-in-your-life.wav",fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-09-02-Bas-yaar,-tension-hi-tension-hai-but-I’m-still-c.wav",fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-09-06-I’m-so-tired,-aaj-gym-skip-kar-dein-No-way!-Baha.wav",fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-09-15-I’m-on-a-diet,-sirf-salad-khana-hai.wav",fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-09-21-Humza!-Fish-dot-audio-ayk-ay-sa-tool-hay,-jis-sa.wav",fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-09-29-[excited]Dekhen...-baat-ye-hay-kay...-[pause]-Fi.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-09-33-Umm...-[pause]-[clear-throat]-dekho-yaar.-Masla.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-26-Yaar-I'm-so-tired-—-aaj-kaam-itna-tha-ke-literal.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-36-[excited]-Finally-done!-Itni-hard-work-ke-baad-i.wav,fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-10-40-Ammi-ki-call-aayi-thi,-she-was-asking-when-I'm-c.wav",fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-10-42-Dekh,-[छोटा_विराम]-I-think-we-should-split-the-w.wav",fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-45-[करहाना]-Hostel-mein-light-chali-gayi-[जोर-देकर.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-47-[emphasis]Seriously-I-don't-understand-ye-log-—.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-50-Bata-mujhe-—-is-it-normal-ke-pehle-din-se-hi-[em.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-10-54-Maine-socha-tha-ye-easy-hoga-but-[emphasis]hones.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-03-Log-kehte-hain-it-gets-easier-with-time-—-shayad.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-05-Okay-I-need-a-break-—-[groan]-brain-kaam-nahi-ka.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-07-Dekh-I-know-tu-busy-hai-but-[ज़ोर]-just-ek-minut.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-10-[चिल्लाते-हुए]-Bhai-[जोर-देकर]-seriously-ye-bug.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-11-Aaj-mood-nahi-tha-kuch-karne-ka-—-but-maine-khud.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-12-[chuckling]-Pata-nahi-yaar-—-sometimes-I-feel-li.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-19-Itni-door-hoon-ghar-se-—-[थोड़ा-विराम]-[जोर-देकर.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-25-Aap-ko-pata-hai-—-ye-field-itni-[ज़ोर]-fast-move.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-27-[उत्साहित]-Main-seriously-impress-hoon-aap-ke-pa.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-29-Aap-ka-ye-approach-[ज़ोर]-bilkul-sahi-hai-—-pehl.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-31-aap-ne-jo-progress-ki-hai-in-last-few-months-mei.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-32-Dekh-lein-aap-[छोटा-विराम]-—-ye-confusion-jo-abh.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-33-Aap-ne-aaj-jo-fix-kiya-wo-actually-[emphasis]sma.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-38-Aap-ki-voice-mein-ek-[ज़ोर-देकर]-confidence-hai.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-39-Kabhi-kabhi-progress-slow-lagti-hai-[छोटा-विराम].wav,fake,elevenlabs,urdu+english,2026-05-28
"Customer-Service-Assistant-2026-05-05-11-42-Har-baar-jab-kuch-kaam-nahi-karta,-aap-fix-karti.wav",fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-43-Aap-ne-jo-Roman-Urdu-TTS-corrections-discover-ki.wav,fake,elevenlabs,urdu+english,2026-05-28
Customer-Service-Assistant-2026-05-05-11-44-[उत्साहित]-Main-dekh-rahi-hoon-aap-[ज़ोर]-kitna.wav,fake,elevenlabs,urdu+english,2026-05-28
ElevenLabs_2026-05-04T05_22_38_Adam Stone - Smooth and Relaxed_pvc_sp100_s83_sb100_se0_b_m2.wav,fake,elevenlabs,urdu+english,2026-05-28
ElevenLabs_2026-05-04T05_27_44_Adam Stone - Smooth and Relaxed_pvc_sp100_s83_sb100_se0_b_m2.wav,fake,elevenlabs,urdu+english,2026-05-28
ElevenLabs_2026-05-04T05_31_00_Adam Stone - Smooth and Relaxed_pvc_sp100_s83_sb100_se0_b_m2.wav,fake,elevenlabs,urdu+english,2026-05-28
"ElevenLabs_2026-05-04T12_25_56_Roger - Laid-Back, Casual, Resonant_pre_sp100_s50_sb75_se0_b_m2.wav",fake,elevenlabs,urdu+english,2026-05-28
English vs Urdu Language for Faceless YouTube Channel _ What Should You Choose_ _ Ep3_0_59 (1).wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-21-Hamari-company-ka-vision-[ज़ोर-देकर]-clear-hai-—.wav,fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-06-08-21-Hum-scalability-pe-focus-kar-rahe-hain,-[छोटा-वि.wav",fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-22-Har-employee-ka-contribution-[ज़ोर]matter-karta.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-23-Hum-ek-culture-build-kar-rahe-hain-where-people.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-25-Is-project-ka-ROI-[ज़ोर-देकर]-calculate-karo-bef.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-26-Client-satisfaction-hamari-[emphasis]first-prior.wav,fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-06-08-34-Digital-transformation-ab-optional-nahi-raha,-it.wav",fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-36-Product-roadmap-[emphasis]clear-hona-chahiye-for.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-38-Trust-[emphasis]earn-karna-padta-hai-—-it's-not.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-42-Is-situation-mein-transparency-[ज़ोर]-best-polic.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-42-Recovery-plan-[ज़ोर]48-hours[ज़ोर]-mein-ready-ho.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-06-08-44-Crisis-mein-[emphasis]calm-rehna-leadership-ki-p.wav,fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-06-08-45-Is-idea-mein-potential-hai,-let's-develop-it-fur.wav",fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-13-23-15-[excited]-Bhai-honestly,-I'm-so-[emphasis]-proud.wav",fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-17-[excited]-Welcome-back-everyone!-[short-pause]-A.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-18-Aaj-hamare-saath-hain-ek-young-AI-engineer-jo-La.wav,fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-13-23-19-Toh-bhai,-sabse-pehle-yeh-batao-—-[छोटा-विराम]-w.wav",fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-20-Bohot-log-kehte-hain-ke-Pakistan-mein-opportunit.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-22-AI-field-mein-aane-ka-idea-[ज़ोर]-kaise-aaya.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-23-pehle-toh-bas-curiosity-thi.-Phir-jab-actually-k.wav,fake,elevenlabs,urdu+english,2026-05-28
Experienced-Tech-Mentor-2026-05-13-23-24-bas-ek-cheez-—-[जोर]consistency-rakho.-results-z.wav,fake,elevenlabs,urdu+english,2026-05-28
"Experienced-Tech-Mentor-2026-05-13-23-26-Failures-aate-hain-yaar,-[छोटा-विराम]-that's-nor.wav",fake,elevenlabs,urdu+english,2026-05-28
Seasoned-Male-Voice-2026-05-06-23-54-Jab-tak-yeh-[emphasis]corrupt-elite-is-mulk-par.wav,fake,elevenlabs,urdu+english,2026-05-28
fake_001.wav,fake,elevenlabs,urdu+english,2026-05-28
fake_002.wav,fake,elevenlabs,urdu+english,2026-05-28
fake_003.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-17-56-Democracy-ka-matlab-hai-ke-public-decide-kare-—.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-17-58-[चिल्लाना]-Main-clearly-state-karti-hoon-—-is-de.wav,fake,elevenlabs,urdu+english,2026-05-28
"maryam-nawaz-2026-05-18-18-01-Awam-se-mera-rishta-votes-ka-nahi,-[जोर]-dil-ka.wav",fake,elevenlabs,urdu+english,2026-05-28
"maryam-nawaz-2026-05-18-18-03-Orange-Line-Metro-—-ye-sirf-train-nahi,-ye-Lahor.wav",fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-18-05-Hum-nay-is-mulk-kay-liyay-jo-[زور]qurbaniyan-dee.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-18-08-[चिल्लाना]-Is-mulk-ki-aurton-ko-apni-awaz-[ज़ोर].wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-09-Hamaari-government-nay-jo-infrastructure-develop.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-41-[چیخنا]-Jo-case-hamaray-khilaf-banaya-gaya-hay-—.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-42-Mein-nay-apni-entire-legal-team-say-[emphasis]cl.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-43-Accountability-[تأکید]-sirf-hamari-party-kay-liy.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-46-Mein-ek-baat-[ज़ोर]-zaroor-kehna-chahti-hoon-—-[.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-47-[चिल्लाना]-Mein-media-say-request-karti-hoon-—-p.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-48-Opposition-ko-ek-constructive-aur-responsible-ro.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-48-Pakistan-ka-future-[emphasis]-absolutely-bright.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-49-Yeh-jo-system-hay-—-it-needs-[emphasis]-serious.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-52-[चिल्लाना]-Mein-aaj-publicly-commit-karti-hoon-—.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-54-CPEC-ek-[emphasis]absolute-game-changer-hay-—-jo.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-55-Hum-nay-opposition-kay-samnay-surrender-karna-na.wav,fake,elevenlabs,urdu+english,2026-05-28
maryam-nawaz-2026-05-18-20-56-[soft]-Lahore-say-jo-[emphasis]-unconditional-lo.wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (1).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (10).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (11).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (12).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (13).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (14).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (15).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (16).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (17).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (2).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (3).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (4).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (5).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (6).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (7).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (8).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover (9).wav,fake,elevenlabs,urdu+english,2026-05-28
urdu-voiceover.wav,fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-02-Hum-ne-user-testing-complete-kar-li-hai,-feedbac.wav",fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-05-Aaj-mosum-bohot-acha-hai,-hum-ne-decide-kiya-hai.wav",fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-07-Mainay-apni-driving-test-pass-kar-li-hai-finally.wav,fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-08-Iss-hospital-ki-facilities-bohot-better-ho-gayi.wav,fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-09-Aaj-university-mein-presentation-thi,-topic-arti.wav",fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-11-[उत्साहित]-Hum-ne-family-ke-saath-Lahore-food-st.wav,fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-14-Mainay-gym-join-kar-li-hai-last-month-se,-traine.wav",fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-16-Mainay-doctor-se-appointment-le-li-hai,-regular.wav",fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-18-Yeh-book-bohot-thought-provoking-hai,-author-ne.wav",fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-21-Aaj-cricket-match-tha-school-mein,-humari-team-n (1).wav",fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-21-Aaj-cricket-match-tha-school-mein,-humari-team-n.wav",fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-22-Mainay-apni-mother-ke-liye-surprise-birthday-par (1).wav,fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-22-Mainay-apni-mother-ke-liye-surprise-birthday-par.wav,fake,elevenlabs,urdu+english,2026-05-28
"فصیح-اردو-آواز-2026-05-07-06-23-Is-restaurant-ka-ambiance-bohot-cozy-hai,-food-b.wav",fake,elevenlabs,urdu+english,2026-05-28
فصیح-اردو-آواز-2026-05-07-06-25-May-apni-daughter-ko-swimming-classes-mein-enrol.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-01-Maine-apni-zindagi-mein-ek-cheez-seekhi-hai-—-[ज.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-01-Naya-Pakistan-ka-matlab-yeh-hai-ke-ek-aisa-mulk.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-02-Foreign-policy-mein-Pakistan-ko-[emphasis]-indep.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-06-Hum-ne-KPK-mein-prove-kar-diya-ke-honest-governa.wav,fake,elevenlabs,urdu+english,2026-05-28
"پر-سکون-راوی-2026-05-07-00-07-[गुस्सा]-Mujhe-jail-mein-daala,-cases-banaye-gay.wav",fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-12-Awam-ko-pata-hai-[emphasis]sach-kya-hai.-You-can.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-13-Shaukat-Khanum-hospital-banaya-to-logon-ne-kaha.wav,fake,elevenlabs,urdu+english,2026-05-28
پر-سکون-راوی-2026-05-07-00-15-Imf-ke-paas-jaana-humari-[emphasis]majboori-nahi.wav,fake,elevenlabs,urdu+english,2026-05-28
"پر-سکون-راوی-2026-05-07-00-17-Pakistan-ke-paas-bohot-resources-hain,-bohot-tal.wav",fake,elevenlabs,urdu+english,2026-05-28
डिजिटल-गुरु-2026-05-13-23-28-[उत्साहित]-life-mein-sab-kuch-itna-[ज़ोर]fast-ho.wav,fake,elevenlabs,urdu+english,2026-05-28
डिजिटल-गुरु-2026-05-13-23-30-Toh-aaj-ka-topic-hai-—-Artificial-Intelligence-a.wav,fake,elevenlabs,urdu+english,2026-05-28
"डिजिटल-गुरु-2026-05-13-23-30-jo-awaaz-aap-sun-rahe-ho,-woh-[ज़ोर-देकर]-real-h.wav",fake,elevenlabs,urdu+english,2026-05-28
"डिजिटल-गुरु-2026-05-13-23-32-[उत्साहित]Yaar-aap-ek-student-ho,-ek-freelancer.wav",fake,elevenlabs,urdu+english,2026-05-28
"डिजिटल-गुरु-2026-05-13-23-33-[excited]-NETSol-hai,-Arbisoft-hai,-Systems-Limi.wav",fake,elevenlabs,urdu+english,2026-05-28
डिजिटल-गुरु-2026-05-13-23-34-ek-din-mein-koi-AI-engineer-nahi-banta.-But-roz.wav,fake,elevenlabs,urdu+english,2026-05-28
डिजिटल-गुरु-2026-05-13-23-36-Aur-aap-log-bhi-batao-—-comments-mein-likho-ke-a.wav,fake,elevenlabs,urdu+english,2026-05-28
